iso_timestamp,unix_ts,cpu_pct,mem_used_gb,mem_total_gb,mem_pct,disk_used_gb,disk_total_gb,disk_pct,load_1m,load_5m,load_15m
2026-05-18T00:00:01+00:00,1779062401.234,99.86,106.114,125.789,84.36,138.077,155.643,88.71,35.26,35.92,36.00
2026-05-18T00:00:06+00:00,1779062406.264,99.84,106.119,125.789,84.36,138.084,155.643,88.72,35.16,35.89,35.99
2026-05-18T00:00:11+00:00,1779062411.266,99.85,106.132,125.789,84.37,138.091,155.643,88.72,34.99,35.84,35.97
2026-05-18T00:00:16+00:00,1779062416.267,99.84,106.147,125.789,84.39,138.098,155.643,88.73,35.71,35.97,36.01
2026-05-18T00:00:21+00:00,1779062421.269,99.81,106.110,125.789,84.36,138.107,155.643,88.73,35.41,35.91,35.99
2026-05-18T00:00:26+00:00,1779062426.270,99.82,106.147,125.789,84.38,138.117,155.643,88.74,35.14,35.84,35.97
2026-05-18T00:00:31+00:00,1779062431.271,99.82,106.200,125.789,84.43,138.134,155.643,88.75,34.89,35.78,35.95
2026-05-18T00:00:36+00:00,1779062436.273,99.82,106.217,125.789,84.44,138.157,155.643,88.77,34.66,35.71,35.93
2026-05-18T00:00:41+00:00,1779062441.274,99.83,106.183,125.789,84.41,138.174,155.643,88.78,34.60,35.69,35.92
2026-05-18T00:00:46+00:00,1779062446.275,99.84,106.175,125.789,84.41,138.184,155.643,88.78,34.47,35.64,35.90
2026-05-18T00:00:51+00:00,1779062451.277,99.85,106.176,125.789,84.41,138.195,155.643,88.79,34.28,35.58,35.88
2026-05-18T00:00:56+00:00,1779062456.278,99.82,106.181,125.789,84.41,138.204,155.643,88.80,34.09,35.52,35.86
2026-05-18T00:01:01+00:00,1779062461.280,99.83,106.189,125.789,84.42,138.212,155.643,88.80,34.01,35.48,35.84
2026-05-18T00:01:06+00:00,1779062466.281,99.84,106.195,125.789,84.42,138.219,155.643,88.81,33.93,35.44,35.83
2026-05-18T00:01:11+00:00,1779062471.282,99.84,106.204,125.789,84.43,138.225,155.643,88.81,33.77,35.38,35.81
2026-05-18T00:01:16+00:00,1779062476.284,99.84,106.217,125.789,84.44,138.232,155.643,88.81,33.63,35.32,35.78
2026-05-18T00:01:21+00:00,1779062481.286,99.84,106.230,125.789,84.45,138.239,155.643,88.82,34.70,35.52,35.85
2026-05-18T00:01:26+00:00,1779062486.288,99.84,106.233,125.789,84.45,138.249,155.643,88.82,35.44,35.66,35.89
2026-05-18T00:01:31+00:00,1779062491.289,99.84,106.242,125.789,84.46,138.257,155.643,88.83,35.33,35.63,35.88
2026-05-18T00:01:36+00:00,1779062496.291,99.83,106.255,125.789,84.47,138.263,155.643,88.83,35.06,35.57,35.86
2026-05-18T00:01:41+00:00,1779062501.292,99.84,106.275,125.789,84.49,138.270,155.643,88.84,34.82,35.51,35.84
2026-05-18T00:01:46+00:00,1779062506.293,99.84,106.285,125.789,84.50,138.277,155.643,88.84,34.67,35.47,35.82
2026-05-18T00:01:51+00:00,1779062511.295,99.84,106.306,125.789,84.51,138.285,155.643,88.85,34.62,35.44,35.81
2026-05-18T00:01:56+00:00,1779062516.296,99.79,106.358,125.789,84.55,138.293,155.643,88.85,34.49,35.40,35.80
2026-05-18T00:02:01+00:00,1779062521.297,99.83,106.377,125.789,84.57,138.306,155.643,88.86,34.29,35.35,35.78
2026-05-18T00:02:06+00:00,1779062526.299,99.84,106.392,125.789,84.58,138.325,155.643,88.87,34.10,35.29,35.75
2026-05-18T00:02:11+00:00,1779062531.300,99.78,106.388,125.789,84.58,138.341,155.643,88.88,33.94,35.24,35.73
2026-05-18T00:02:16+00:00,1779062536.301,99.81,106.384,125.789,84.57,138.352,155.643,88.89,33.86,35.20,35.72
2026-05-18T00:02:21+00:00,1779062541.303,99.84,106.389,125.789,84.58,138.362,155.643,88.90,34.11,35.23,35.73
2026-05-18T00:02:26+00:00,1779062546.304,99.86,106.391,125.789,84.58,138.372,155.643,88.90,34.34,35.26,35.73
2026-05-18T00:02:31+00:00,1779062551.306,99.84,106.392,125.789,84.58,138.381,155.643,88.91,34.24,35.22,35.72
2026-05-18T00:02:36+00:00,1779062556.307,99.83,106.398,125.789,84.58,138.390,155.643,88.92,34.06,35.17,35.70
2026-05-18T00:02:41+00:00,1779062561.308,99.81,106.407,125.789,84.59,138.396,155.643,88.92,34.61,35.27,35.73
2026-05-18T00:02:46+00:00,1779062566.310,99.84,106.420,125.789,84.60,138.405,155.643,88.92,34.48,35.23,35.71
